,TRADE_DATETIME,TRADE_MONTH,INSTRUMENT,COUNTERPARTY,SIDE,BOUGHTCCY,BOUGHTAMT,SOLDCCY,SOLDAMT,XRATE,INTERBANKSPOTRATE,INTERBANKRATE,MATURITY_DATE,MATURITY,MATURITY_GROUPS,CCYPAIR,RIC,PRICE
1207,2023-11-09 08:04:25,2023-11-01,Forward,CUST_EQ,Sell,DKK,243977.93,EUR,32670.0,7.46795,7.46795,7.46795,2023-11-13,4,<1W,EUR/DKK,EURDKK=,7.467950107131925
1208,2023-11-09 08:11:22,2023-11-01,Forward,CUST_EQ,Sell,DKK,398594.67,NOK,637024.5,0.62571325,0.62571325,0.62571325,2023-11-13,4,<1W,NOK/DKK,NOKDKK=,0.6257132496473841
1209,2023-11-09 08:12:49,2023-11-01,Forward,CUST_EQ,Sell,DKK,343384.61,NOK,550000.0,0.62433565,0.62433565,0.62433565,2023-11-13,4,<1W,NOK/DKK,NOKDKK=,0.6243356545454545
1210,2023-11-09 08:27:18,2023-11-01,Forward,CUST_EQ,Sell,DKK,298462.38,EUR,39913.5,7.47773,7.47773,7.47773,2023-11-13,4,<1W,EUR/DKK,EURDKK=,7.477730091322485
1211,2023-11-09 08:28:29,2023-11-01,Forward,CUST_EQ,Sell,DKK,296237.85,USD,42359.69,6.99339,6.99339,6.99339,2023-11-13,4,<1W,USD/DKK,USDDKK=,6.993390414330227
1212,2023-11-09 08:36:37,2023-11-01,Forward,CUST_EQ,Buy,EUR,70607.1,DKK,525108.53,7.43705,7.43705,7.43705,2023-11-13,4,<1W,EUR/DKK,EURDKK=,7.437049956732396
1213,2023-11-09 08:39:46,2023-11-01,Forward,CUST_EQ,Sell,DKK,519609.25,EUR,69495.0,7.47693,7.47693,7.47693,2023-11-13,4,<1W,EUR/DKK,EURDKK=,7.476929994963666
1214,2023-11-09 08:48:18,2023-11-01,Forward,CUST_EQ,Buy,EUR,7826.0,DKK,58199.69,7.43671,7.43671,7.43671,2023-11-13,4,<1W,EUR/DKK,EURDKK=,7.436709685663175
1215,2023-11-09 08:59:22,2023-11-01,Forward,CUST_EQ,Buy,NOK,915.84,DKK,568.17,0.62038497,0.62038497,0.62038497,2023-11-13,4,<1W,NOK/DKK,NOKDKK=,0.620381289308176
1216,2023-11-08 15:54:28,2023-11-01,Forward,CUST_EQ,Sell,DKK,16288.36,EUR,2178.15,7.47807,7.47807,7.47807,2023-11-10,2,<1W,EUR/DKK,EURDKK=,7.478070839932971
1217,2023-11-08 15:55:31,2023-11-01,Forward,CUST_EQ,Sell,DKK,96930.24,USD,13873.5,6.98672,6.98672,6.98672,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.9867185641691
1218,2023-11-08 15:58:15,2023-11-01,Forward,CUST_EQ,Sell,DKK,44065.44,USD,6308.4,6.9852,6.9852,6.9852,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.985200684801218
1219,2023-11-08 16:16:22,2023-11-01,Forward,CUST_EQ,Buy,EUR,1755.0,DKK,13053.36,7.43781,7.43781,7.43781,2023-11-10,2,<1W,EUR/DKK,EURDKK=,7.437811965811966
1220,2023-11-08 16:24:17,2023-11-01,Forward,CUST_EQ,Sell,DKK,9386.45,USD,1343.76,6.98521,6.98521,6.98521,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.985213133297613
1221,2023-11-08 16:30:25,2023-11-01,Forward,CUST_EQ,Buy,USD,1526.7,DKK,10603.18,6.94516,6.94516,6.94516,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.945162769371848
1222,2023-11-08 18:15:49,2023-11-01,Forward,CUST_EQ,Sell,DKK,127777.45,USD,18291.0,6.98581,6.98581,6.98581,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.9858099611830955
1223,2023-11-08 18:26:41,2023-11-01,Forward,CUST_EQ,Sell,DKK,12791.85,USD,1831.14,6.98573,6.98573,6.98573,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.985730200858481
1224,2023-11-13 14:30:37,2023-11-01,Forward,CUST_EQ,Sell,DKK,64481.7,USD,9200.0,7.00888,7.00888,7.00888,2023-11-15,2,<1W,USD/DKK,USDDKK=,7.008880434782609
1225,2023-11-13 14:30:38,2023-11-01,Forward,CUST_EQ,Buy,USD,18408.0,DKK,128282.41,6.96884,6.96884,6.96884,2023-11-15,2,<1W,USD/DKK,USDDKK=,6.968840178183399
1226,2023-11-13 14:30:38,2023-11-01,Forward,CUST_EQ,Buy,USD,37462.75,DKK,261071.91,6.96884,6.96884,6.96884,2023-11-15,2,<1W,USD/DKK,USDDKK=,6.968839981047841
1227,2023-11-13 14:30:39,2023-11-01,Forward,CUST_EQ,Buy,USD,7140.0,DKK,49757.52,6.96884,6.96884,6.96884,2023-11-15,2,<1W,USD/DKK,USDDKK=,6.968840336134454
1228,2023-11-13 14:31:15,2023-11-01,Forward,CUST_EQ,Buy,USD,3078.0,DKK,21447.07,6.96786,6.96786,6.96786,2023-11-15,2,<1W,USD/DKK,USDDKK=,6.967858999350227
1229,2023-11-13 14:41:46,2023-11-01,Forward,CUST_EQ,Buy,USD,12291.88,DKK,85699.23,6.97202,6.97202,6.97202,2023-11-15,2,<1W,USD/DKK,USDDKK=,6.972019739860786
1230,2023-11-13 14:42:58,2023-11-01,Forward,CUST_EQ,Sell,DKK,85736.76,USD,12229.38,7.01072,7.01072,7.01072,2023-11-15,2,<1W,USD/DKK,USDDKK=,7.010720085564436
1231,2023-11-13 14:43:35,2023-11-01,Forward,CUST_EQ,Sell,DKK,74326.05,EUR,9936.85,7.47984,7.47984,7.47984,2023-11-15,2,<1W,EUR/DKK,EURDKK=,7.479840190804933
1232,2023-11-13 14:47:16,2023-11-01,Forward,CUST_EQ,Buy,NOK,16043.48,DKK,10032.39,0.62532492,0.62532492,0.62532492,2023-11-15,2,<1W,NOK/DKK,NOKDKK=,0.6253250541653058
1233,2023-11-13 14:50:49,2023-11-01,Forward,CUST_EQ,Sell,DKK,10785.13,USD,1538.4,7.01062,7.01062,7.01062,2023-11-15,2,<1W,USD/DKK,USDDKK=,7.010614924596983
1234,2023-11-13 14:51:12,2023-11-01,Forward,CUST_EQ,Buy,USD,105.9,DKK,738.19,6.97064,6.97064,6.97064,2023-11-15,2,<1W,USD/DKK,USDDKK=,6.970632672332389
1235,2023-11-13 14:53:31,2023-11-01,Forward,CUST_EQ,Sell,DKK,18296.21,USD,2610.6,7.00843,7.00843,7.00843,2023-11-15,2,<1W,USD/DKK,USDDKK=,7.008431012027886
1236,2023-11-13 14:54:52,2023-11-01,Forward,CUST_EQ,Sell,DKK,594345.59,USD,84808.62,7.00808,7.00808,7.00808,2023-11-15,2,<1W,USD/DKK,USDDKK=,7.008079956966639
1237,2023-11-13 14:56:29,2023-11-01,Forward,CUST_EQ,Sell,DKK,199848.19,EUR,26718.28,7.47983,7.47983,7.47983,2023-11-15,2,<1W,EUR/DKK,EURDKK=,7.479829914201065
1238,2023-11-13 14:57:12,2023-11-01,Forward,CUST_EQ,Buy,USD,8675.0,DKK,60437.77,6.96689,6.96689,6.96689,2023-11-15,2,<1W,USD/DKK,USDDKK=,6.9668899135446685
1239,2023-11-13 15:06:47,2023-11-01,Forward,CUST_EQ,Buy,USD,11919.14,DKK,82996.45,6.96329,6.96329,6.96329,2023-11-15,2,<1W,USD/DKK,USDDKK=,6.963291814677905
1240,2023-11-13 15:07:29,2023-11-01,Forward,CUST_EQ,Sell,DKK,3343.03,USD,477.4,7.00257,7.00257,7.00257,2023-11-15,2,<1W,USD/DKK,USDDKK=,7.002576455802263
1241,2023-11-13 15:09:11,2023-11-01,Forward,CUST_EQ,Sell,DKK,397173.86,USD,56723.24,7.00196,7.00196,7.00196,2023-11-15,2,<1W,USD/DKK,USDDKK=,7.001960043185122
1242,2023-11-13 15:11:52,2023-11-01,Forward,CUST_EQ,Sell,DKK,34597.73,SEK,53600.0,0.64548011,0.64548011,0.64548011,2023-11-15,2,<1W,SEK/DKK,SEKDKK=,0.6454800373134328
1243,2023-11-03 19:22:27,2023-11-01,Forward,CUST_EQ,Buy,EUR,72788.1,DKK,543140.85,7.46194565,7.46194565,7.46194565,2023-11-07,4,<1W,EUR/DKK,EURDKK=,7.461945702662934
1244,2023-11-03 20:23:25,2023-11-01,Forward,CUST_EQ,Buy,USD,73722.96,DKK,511985.03,6.94471616,6.94471616,6.94471616,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.944716137279349
1245,2023-11-06 08:07:33,2023-11-01,Forward,CUST_EQ,Buy,HKD,610145.29,DKK,541725.66,0.88786339,0.88786339,0.88786339,2023-11-07,1,<1W,HKD/DKK,HKDDKK=,0.8878633808678585
1246,2023-11-03 19:22:27,2023-11-01,Forward,CUST_EQ,Buy,EUR,69270.03,DKK,516889.2,7.46194563,7.46194563,7.46194563,2023-11-07,4,<1W,EUR/DKK,EURDKK=,7.461945663947309
1247,2023-11-03 19:22:28,2023-11-01,Forward,CUST_EQ,Buy,EUR,72008.96,DKK,537326.95,7.46194574,7.46194574,7.46194574,2023-11-07,4,<1W,EUR/DKK,EURDKK=,7.461945707867464
1248,2023-11-03 20:19:43,2023-11-01,Forward,CUST_EQ,Buy,USD,74435.56,DKK,516933.84,6.94471615,6.94471615,6.94471615,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.94471620822091
1249,2023-11-03 20:19:22,2023-11-01,Forward,CUST_EQ,Buy,USD,74119.14,DKK,514736.39,6.94471615,6.94471615,6.94471615,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.944716169129864
1250,2023-11-03 20:19:28,2023-11-01,Forward,CUST_EQ,Buy,USD,76805.05,DKK,533389.27,6.94471611,6.94471611,6.94471611,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.9447161352020474
1251,2023-11-03 19:22:16,2023-11-01,Forward,CUST_EQ,Buy,EUR,70002.82,DKK,522357.24,7.46194564,7.46194564,7.46194564,2023-11-07,4,<1W,EUR/DKK,EURDKK=,7.46194567590277
1252,2023-11-03 20:23:25,2023-11-01,Forward,CUST_EQ,Buy,USD,72618.29,DKK,504313.41,6.94471607,6.94471607,6.94471607,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.944716131431902
1253,2023-11-03 19:22:17,2023-11-01,Forward,CUST_EQ,Buy,EUR,73517.1,DKK,548580.61,7.46194573,7.46194573,7.46194573,2023-11-07,4,<1W,EUR/DKK,EURDKK=,7.461945724192058
1254,2023-11-03 20:19:25,2023-11-01,Forward,CUST_EQ,Buy,USD,74619.8,DKK,518213.33,6.94471611,6.94471611,6.94471611,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.944716147724867
1255,2023-11-03 20:19:43,2023-11-01,Forward,CUST_EQ,Buy,USD,76246.8,DKK,529512.38,6.9447161,6.9447161,6.9447161,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.944716106118552
1256,2023-11-03 20:23:25,2023-11-01,Forward,CUST_EQ,Buy,USD,74088.0,DKK,514520.13,6.94471613,6.94471613,6.94471613,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.944716148364107
1257,2023-11-03 20:19:43,2023-11-01,Forward,CUST_EQ,Buy,USD,73264.2,DKK,508799.07,6.9447161,6.9447161,6.9447161,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.944716109641544
1258,2023-11-08 18:35:31,2023-11-01,Forward,CUST_EQ,Sell,DKK,4262.34,USD,610.28,6.98424,6.98424,6.98424,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.984236743789737
1259,2023-11-08 18:38:09,2023-11-01,Forward,CUST_EQ,Sell,DKK,4256.22,USD,609.5,6.98314,6.98314,6.98314,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.983133716160788
1260,2023-11-08 18:38:32,2023-11-01,Forward,CUST_EQ,Sell,DKK,46853.79,USD,6709.56,6.98314,6.98314,6.98314,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.983138983778369
1261,2023-11-08 19:44:51,2023-11-01,Forward,CUST_EQ,Sell,DKK,17168.12,USD,2457.12,6.98709,6.98709,6.98709,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.987090577586768
1262,2023-11-08 20:38:59,2023-11-01,Forward,CUST_EQ,Buy,USD,534.6,DKK,3712.72,6.94485,6.94485,6.94485,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.944855967078189
1263,2023-11-08 20:39:00,2023-11-01,Forward,CUST_EQ,Buy,USD,534.6,DKK,3712.72,6.94485,6.94485,6.94485,2023-11-10,2,<1W,USD/DKK,USDDKK=,6.944855967078189
1264,2023-11-08 21:07:00,2023-11-01,Forward,CUST_EQ,Sell,DKK,43001.29,SEK,66998.7,0.64182271,0.64182271,0.64182271,2023-11-10,2,<1W,SEK/DKK,SEKDKK=,0.6418227517847361
1265,2023-11-08 21:07:00,2023-11-01,Forward,CUST_EQ,Buy,CAD,600.0,DKK,3017.98,5.02997,5.02997,5.02997,2023-11-10,2,<1W,CAD/DKK,CADDKK=,5.029966666666667
1266,2023-11-08 21:07:00,2023-11-01,Forward,CUST_EQ,Sell,DKK,735559.14,EUR,98363.22,7.47799,7.47799,7.47799,2023-11-10,2,<1W,EUR/DKK,EURDKK=,7.477989638810116
1267,2023-11-08 21:07:41,2023-11-01,Forward,CUST_EQ,Buy,SEK,43681.0,DKK,27800.29,0.63643888,0.63643888,0.63643888,2023-11-10,2,<1W,SEK/DKK,SEKDKK=,0.6364389551521257
1268,2023-11-08 16:00:00,2023-11-01,Forward,CUST_EQ,Sell,DKK,371646.28,EUR,49769.7,7.46732,7.46732,7.46732,2023-11-10,2,<1W,EUR/DKK,EURDKK=,7.467320076271307
1269,2023-11-09 12:49:27,2023-11-01,Forward,CUST_EQ,Sell,DKK,449441.48,USD,64312.5,6.9884,6.9884,6.9884,2023-11-13,4,<1W,USD/DKK,USDDKK=,6.988400077745384
1270,2023-11-09 12:51:46,2023-11-01,Forward,CUST_EQ,Sell,DKK,84937.42,SEK,131850.0,0.64419733,0.64419733,0.64419733,2023-11-13,4,<1W,SEK/DKK,SEKDKK=,0.6441973454683352
1271,2023-11-09 13:09:40,2023-11-01,Forward,CUST_EQ,Sell,DKK,897731.6,EUR,120202.88,7.46847,7.46847,7.46847,2023-11-13,4,<1W,EUR/DKK,EURDKK=,7.468469973431585
1272,2023-11-09 13:16:10,2023-11-01,Forward,CUST_EQ,Sell,DKK,351488.41,EUR,47063.1,7.46845,7.46845,7.46845,2023-11-13,4,<1W,EUR/DKK,EURDKK=,7.468450017104695
1273,2023-11-09 13:17:47,2023-11-01,Forward,CUST_EQ,Sell,DKK,352581.79,EUR,47209.5,7.46845,7.46845,7.46845,2023-11-13,4,<1W,EUR/DKK,EURDKK=,7.468449994174901
1274,2023-11-09 13:19:05,2023-11-01,Forward,CUST_EQ,Sell,DKK,895009.32,EUR,119839.5,7.4684,7.4684,7.4684,2023-11-13,4,<1W,EUR/DKK,EURDKK=,7.46839998497991
1275,2023-11-09 13:20:54,2023-11-01,Forward,CUST_EQ,Sell,DKK,901938.25,USD,129071.8,6.98788,6.98788,6.98788,2023-11-13,4,<1W,USD/DKK,USDDKK=,6.987880001673487
1276,2023-11-09 13:21:14,2023-11-01,Forward,CUST_EQ,Sell,DKK,350756.95,USD,50193.47,6.9881,6.9881,6.9881,2023-11-13,4,<1W,USD/DKK,USDDKK=,6.988099248766821
1277,2023-11-09 13:35:26,2023-11-01,Forward,CUST_EQ,Sell,DKK,1005607.93,SEK,1562092.0,0.64375717,0.64375717,0.64375717,2023-11-13,4,<1W,SEK/DKK,SEKDKK=,0.6437571730730328
1278,2023-11-13 12:04:01,2023-11-01,Forward,CUST_EQ,Buy,NOK,1226.1,DKK,765.92,0.62467854,0.62467854,0.62467854,2023-11-15,2,<1W,NOK/DKK,NOKDKK=,0.6246798792920643
1279,2023-11-13 12:06:01,2023-11-01,Forward,CUST_EQ,Buy,EUR,1370.4,DKK,10195.28,7.43964,7.43964,7.43964,2023-11-15,2,<1W,EUR/DKK,EURDKK=,7.4396380618797435
1280,2023-11-13 12:20:03,2023-11-01,Forward,CUST_EQ,Buy,SEK,1671.18,DKK,1068.62,0.63943808,0.63943808,0.63943808,2023-11-15,2,<1W,SEK/DKK,SEKDKK=,0.6394403954092317
1281,2023-11-13 12:52:34,2023-11-01,Forward,CUST_EQ,Sell,DKK,30128.92,EUR,4028.0,7.47987,7.47987,7.47987,2023-11-15,2,<1W,EUR/DKK,EURDKK=,7.479870903674279
1282,2023-11-13 12:54:37,2023-11-01,Forward,CUST_EQ,Sell,DKK,84148.54,EUR,11250.0,7.47987,7.47987,7.47987,2023-11-15,2,<1W,EUR/DKK,EURDKK=,7.479870222222222
1283,2023-11-13 12:55:34,2023-11-01,Forward,CUST_EQ,Sell,DKK,265742.02,SEK,412100.0,0.64484839,0.64484839,0.64484839,2023-11-15,2,<1W,SEK/DKK,SEKDKK=,0.6448483863140015
1284,2023-11-13 13:40:48,2023-11-01,Forward,CUST_EQ,Sell,DKK,99989.7,EUR,13368.0,7.47978,7.47978,7.47978,2023-11-15,2,<1W,EUR/DKK,EURDKK=,7.479780071813285
1285,2023-11-13 13:47:37,2023-11-01,Forward,CUST_EQ,Sell,DKK,5798.92,EUR,775.28,7.47978,7.47978,7.47978,2023-11-15,2,<1W,EUR/DKK,EURDKK=,7.47977504901455
1286,2023-11-13 13:48:23,2023-11-01,Forward,CUST_EQ,Buy,EUR,35617.6,DKK,264975.35,7.43945,7.43945,7.43945,2023-11-15,2,<1W,EUR/DKK,EURDKK=,7.439449878711648
1287,2023-11-07 11:47:39,2023-11-01,Forward,CUST_EQ,Sell,DKK,101011.63,USD,14412.01,7.00885,7.00885,7.00885,2023-11-09,2,<1W,USD/DKK,USDDKK=,7.008850951394011
1288,2023-11-07 11:48:50,2023-11-01,Forward,CUST_EQ,Sell,DKK,99185.61,USD,14150.88,7.00915,7.00915,7.00915,2023-11-09,2,<1W,USD/DKK,USDDKK=,7.009147840982328
1289,2023-11-07 11:53:46,2023-11-01,Forward,CUST_EQ,Sell,DKK,11232.63,EUR,1502.2,7.47745,7.47745,7.47745,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.477453068832379
1290,2023-11-07 12:16:13,2023-11-01,Forward,CUST_EQ,Buy,GBP,15249.53,DKK,130461.25,8.5551,8.5551,8.5551,2023-11-09,2,<1W,GBP/DKK,GBPDKK=,8.555099730942526
1291,2023-11-07 12:21:33,2023-11-01,Forward,CUST_EQ,Sell,DKK,752478.94,EUR,100630.0,7.47768,7.47768,7.47768,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.47768001589983
1292,2023-11-07 12:27:58,2023-11-01,Forward,CUST_EQ,Buy,EUR,43383.2,DKK,322657.78,7.43739,7.43739,7.43739,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.437390049604456
1293,2023-11-07 12:31:37,2023-11-01,Forward,CUST_EQ,Buy,SEK,76312.5,DKK,48549.86,0.63619803,0.63619803,0.63619803,2023-11-09,2,<1W,SEK/DKK,SEKDKK=,0.6361980016380017
1294,2023-11-07 12:44:14,2023-11-01,Forward,CUST_EQ,Buy,SEK,15720.0,DKK,10000.14,0.63614091,0.63614091,0.63614091,2023-11-09,2,<1W,SEK/DKK,SEKDKK=,0.6361412213740457
1295,2023-11-07 12:51:58,2023-11-01,Forward,CUST_EQ,Sell,DKK,9455.03,EUR,1264.4,7.47788,7.47788,7.47788,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.477878835811452
1296,2023-11-07 12:59:36,2023-11-01,Forward,CUST_EQ,Buy,EUR,923.6,DKK,6869.34,7.43757,7.43757,7.43757,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.437570376786487
1297,2023-11-07 13:13:58,2023-11-01,Forward,CUST_EQ,Sell,DKK,17814.82,EUR,2382.38,7.47774,7.47774,7.47774,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.477740746648309
1298,2023-11-07 13:36:31,2023-11-01,Forward,CUST_EQ,Buy,EUR,231.1,DKK,1723.39,7.45732,7.45732,7.45732,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.457334487234964
1299,2023-11-07 13:37:01,2023-11-01,Forward,CUST_EQ,Sell,DKK,1723.49,EUR,231.1,7.45775,7.45775,7.45775,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.45776720034617
1300,2023-11-07 13:43:12,2023-11-01,Forward,CUST_EQ,Buy,EUR,758.55,DKK,5656.55,7.45706,7.45706,7.45706,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.4570562256937585
1301,2023-11-07 13:43:28,2023-11-01,Forward,CUST_EQ,Sell,DKK,5656.89,EUR,758.55,7.45751,7.45751,7.45751,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.457504449278229
1302,2023-11-07 13:56:14,2023-11-01,Forward,CUST_EQ,Buy,EUR,14160.0,DKK,105305.65,7.43684,7.43684,7.43684,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.436839689265536
1303,2023-11-03 20:19:22,2023-11-01,Forward,CUST_EQ,Buy,USD,76505.6,DKK,531309.67,6.94471606,6.94471606,6.94471606,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.944716073071775
1304,2023-11-03 19:22:28,2023-11-01,Forward,CUST_EQ,Buy,CHF,65735.25,DKK,508663.45,7.73806208,7.73806208,7.73806208,2023-11-07,4,<1W,CHF/DKK,CHFDKK=,7.73806215082471
1305,2023-11-03 20:19:22,2023-11-01,Forward,CUST_EQ,Buy,USD,78494.5,DKK,545122.02,6.9447161,6.9447161,6.9447161,2023-11-07,4,<1W,USD/DKK,USDDKK=,6.944716126607597
1306,2023-11-08 16:00:00,2023-11-01,Forward,CUST_EQ,Sell,DKK,10018277.51,EUR,1341618.0,7.46731,7.46731,7.46731,2023-11-10,2,<1W,EUR/DKK,EURDKK=,7.467310001803792
1307,2023-11-08 16:00:00,2023-11-01,Forward,CUST_EQ,Sell,DKK,6948160.21,EUR,930477.0,7.46731,7.46731,7.46731,2023-11-10,2,<1W,EUR/DKK,EURDKK=,7.467310003363866
1308,2023-11-08 16:00:00,2023-11-01,Forward,CUST_EQ,Buy,EUR,13527.9,DKK,100606.99,7.437,7.437,7.437,2023-11-10,2,<1W,EUR/DKK,EURDKK=,7.436999829981003
1309,2023-11-07 14:11:17,2023-11-01,Forward,CUST_EQ,Sell,DKK,3004.76,EUR,402.92,7.45747,7.45747,7.45747,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.457460538072074
1310,2023-11-07 14:11:35,2023-11-01,Forward,CUST_EQ,Buy,EUR,402.92,DKK,3004.55,7.45695,7.45695,7.45695,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.456939342797578
1311,2023-11-07 14:10:58,2023-11-01,Forward,CUST_EQ,Buy,SEK,37592.0,DKK,23887.46,0.63543994,0.63543994,0.63543994,2023-11-09,2,<1W,SEK/DKK,SEKDKK=,0.6354399872313258
1312,2023-11-07 14:12:38,2023-11-01,Forward,CUST_EQ,Sell,DKK,58646.51,EUR,7843.2,7.47737,7.47737,7.47737,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.477370206038352
1313,2023-11-07 14:20:33,2023-11-01,Forward,CUST_EQ,Buy,EUR,733.15,DKK,5467.06,7.45695,7.45695,7.45695,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.456946054695493
1314,2023-11-07 14:20:50,2023-11-01,Forward,CUST_EQ,Sell,DKK,5467.44,EUR,733.15,7.45747,7.45747,7.45747,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.457464366091522
1315,2023-11-07 14:24:33,2023-11-01,Forward,CUST_EQ,Buy,EUR,856.42,DKK,6386.28,7.45695,7.45695,7.45695,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.4569486933980995
1316,2023-11-07 14:24:47,2023-11-01,Forward,CUST_EQ,Sell,DKK,6386.72,EUR,856.42,7.45746,7.45746,7.45746,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.457462460007941
1317,2023-11-07 14:30:01,2023-11-01,Forward,CUST_EQ,Sell,DKK,98599.25,USD,14067.3,7.00911,7.00911,7.00911,2023-11-09,2,<1W,USD/DKK,USDDKK=,7.009109779417515
1318,2023-11-07 14:30:02,2023-11-01,Forward,CUST_EQ,Sell,DKK,157021.59,USD,22402.5,7.00911,7.00911,7.00911,2023-11-09,2,<1W,USD/DKK,USDDKK=,7.009110143957147
1319,2023-11-07 14:30:03,2023-11-01,Forward,CUST_EQ,Buy,USD,32214.1,DKK,224502.32,6.96907,6.96907,6.96907,2023-11-09,2,<1W,USD/DKK,USDDKK=,6.969070065592397
1320,2023-11-07 14:30:04,2023-11-01,Forward,CUST_EQ,Buy,USD,3405.18,DKK,23730.94,6.96907,6.96907,6.96907,2023-11-09,2,<1W,USD/DKK,USDDKK=,6.969070651184372
1321,2023-11-07 14:30:05,2023-11-01,Forward,CUST_EQ,Sell,DKK,101943.3,USD,14544.4,7.00911,7.00911,7.00911,2023-11-09,2,<1W,USD/DKK,USDDKK=,7.009110035477573
1322,2023-11-07 14:30:06,2023-11-01,Forward,CUST_EQ,Buy,USD,48930.0,DKK,340996.6,6.96907,6.96907,6.96907,2023-11-09,2,<1W,USD/DKK,USDDKK=,6.969070100143061
1323,2023-11-13 15:47:11,2023-11-01,Forward,CUST_EQ,Buy,USD,3692.8,DKK,25705.91,6.96109,6.96109,6.96109,2023-11-15,2,<1W,USD/DKK,USDDKK=,6.96108914644714
1324,2023-11-13 15:40:50,2023-11-01,Forward,CUST_EQ,Sell,DKK,54610.39,SEK,84636.8,0.64523223,0.64523223,0.64523223,2023-11-15,2,<1W,SEK/DKK,SEKDKK=,0.6452322157737532
1325,2023-11-09 13:36:31,2023-11-01,Forward,CUST_EQ,Buy,CHF,492.14,DKK,3798.56,7.71845,7.71845,7.71845,2023-11-13,4,<1W,CHF/DKK,CHFDKK=,7.7184540984272765
1326,2023-11-09 13:37:02,2023-11-01,Forward,CUST_EQ,Sell,DKK,502989.55,SEK,781000.0,0.64403271,0.64403271,0.64403271,2023-11-13,4,<1W,SEK/DKK,SEKDKK=,0.64403271446863
1327,2023-11-09 13:38:27,2023-11-01,Forward,CUST_EQ,Sell,DKK,169857.38,SEK,263731.88,0.64405328,0.64405328,0.64405328,2023-11-13,4,<1W,SEK/DKK,SEKDKK=,0.6440532710721206
1328,2023-11-09 13:38:42,2023-11-01,Forward,CUST_EQ,Sell,DKK,20127.31,SEK,31251.0,0.64405328,0.64405328,0.64405328,2023-11-13,4,<1W,SEK/DKK,SEKDKK=,0.6440533102940706
1329,2023-11-09 13:49:32,2023-11-01,Forward,CUST_EQ,Sell,DKK,49842.88,SEK,77409.15,0.64388874,0.64388874,0.64388874,2023-11-13,4,<1W,SEK/DKK,SEKDKK=,0.6438887392511092
1330,2023-11-09 14:03:51,2023-11-01,Forward,CUST_EQ,Sell,DKK,26518.37,EUR,3546.0,7.47839,7.47839,7.47839,2023-11-13,4,<1W,EUR/DKK,EURDKK=,7.478389734912577
1331,2023-11-07 14:30:07,2023-11-01,Forward,CUST_EQ,Sell,DKK,50265.13,USD,7171.4,7.00911,7.00911,7.00911,2023-11-09,2,<1W,USD/DKK,USDDKK=,7.009109797250188
1332,2023-11-07 14:30:07,2023-11-01,Forward,CUST_EQ,Sell,DKK,3336.34,USD,476.0,7.00911,7.00911,7.00911,2023-11-09,2,<1W,USD/DKK,USDDKK=,7.009117647058824
1333,2023-11-07 14:30:08,2023-11-01,Forward,CUST_EQ,Buy,USD,13880.7,DKK,96735.57,6.96907,6.96907,6.96907,2023-11-09,2,<1W,USD/DKK,USDDKK=,6.969070003674166
